"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"FRA","France","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.1,,
"FRA","France","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"FRA","France","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",11,,
"FRA","France","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",8,,
"FRA","France","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.9,,
"FRA","France","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.6,,
"FRA","France","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",52,,
"FRA","France","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"FRA","France","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.5,,
"FRA","France","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.5,,
"DEU","Germany","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",29,,
"DEU","Germany","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",71,,
"DEU","Germany","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"DEU","Germany","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"DEU","Germany","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",40,,
"DEU","Germany","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",72,,
"DEU","Germany","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.2,,
"DEU","Germany","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.2,,
"DEU","Germany","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",18,,
"DEU","Germany","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",14,,
"DEU","Germany","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.1,,
"DEU","Germany","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"DEU","Germany","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",42,,
"DEU","Germany","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",13,,
"DEU","Germany","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.3,,
"DEU","Germany","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"GRC","Greece","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",7,,
"GRC","Greece","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",93,,
"GRC","Greece","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.7,,
"GRC","Greece","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.7,,
"GRC","Greece","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",42,,
"GRC","Greece","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",81,,
"GRC","Greece","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",5.7,,
"GRC","Greece","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1,,
"GRC","Greece","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",8,,
"GRC","Greece","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",7,,
"GRC","Greece","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",3.1,,
"GRC","Greece","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.8,,
"GRC","Greece","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",50,,
"GRC","Greece","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",12,,
"GRC","Greece","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",6,,
"GRC","Greece","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.9,,
"IRL","Ireland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",10,,
"IRL","Ireland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",90,,
"IRL","Ireland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"IRL","Ireland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"IRL","Ireland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",39,,
"IRL","Ireland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",80,,
"IRL","Ireland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.7,,
"IRL","Ireland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"IRL","Ireland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",22,,
"IRL","Ireland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",9,,
"IRL","Ireland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.8,,
"IRL","Ireland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"IRL","Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",39,,
"IRL","Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",11,,
"IRL","Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.2,,
"IRL","Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.6,,
"ITA","Italy","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",3,,
